"SYMBOL ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","LTP ","CHNG ","%CHNG ","VOLUME (shares)","VALUE ","52W H ","52W L ","365 D % CHNG  17-Jul-2020","30 D % CHNG  18-Jun-2021"
"LICHSGFIN","444.95","444.95","430.15","443.85","434.35","-9.50","-2.14",2453304,"1,069,149,883.20","542.45","255.40","66.39","-5.10"
"DIXON","4,450.00","4,479.90","4,351.00","4,518.10","4,420.00","-98.10","-2.17",305983,"1,344,740,208.06","21,499.00","3,345.15","-38.70","0.42"
"BANKBARODA","80.00","80.15","76.90","80.00","78.25","-1.75","-2.19",30360309,"2,374,783,369.98","99.85","39.50","71.49","-4.19"
"BHEL","61.60","61.70","58.80","61.50","60.15","-1.35","-2.20",48463361,"2,908,286,293.61","79.55","26.75","69.89","-5.67"
"TATAMOTORS","290.00","290.90","283.60","291.40","285.00","-6.40","-2.20",36139725,"10,333,431,569.25","360.75","101.30","186.53","-14.21"
"NATCOPHARM","1,035.05","1,039.90","1,004.05","1,038.90","1,016.00","-22.90","-2.20",405696,"414,479,318.40","1,189.00","710.30","44.20","-5.22"
"INDIGO","1,681.00","1,699.75","1,626.45","1,704.85","1,662.25","-42.60","-2.50",2844402,"4,707,798,194.22","1,860.00","875.25","88.92","-1.35"
"DRREDDY","4,869.95","4,874.85","4,666.50","4,843.35","4,720.00","-123.35","-2.55",3238130,"15,366,254,483.30","5,614.60","3,962.95","20.61","-8.78"
"KOTAKBANK","1,705.00","1,705.80","1,646.00","1,697.95","1,654.00","-43.95","-2.59",5052755,"8,412,028,634.20","2,049.00","1,230.60","28.38","-2.14"
"BBTC","1,294.00","1,294.00","1,239.00","1,283.45","1,247.00","-36.45","-2.84",146469,"184,553,869.38","1,565.00","1,101.00","8.19","-3.60"
"IPCALAB","2,229.00","2,234.25","2,150.00","2,234.30","2,165.00","-69.30","-3.10",85168,"186,661,002.24","2,460.00","1,715.00","28.54","10.68"
"CADILAHC","595.00","597.65","572.85","598.75","576.50","-18.75","-3.15",4685224,"2,726,378,697.84","673.70","350.50","67.91","-4.05"
"M&MFIN","149.00","149.65","141.40","148.10","142.50","-5.60","-3.78",16235198,"2,331,374,432.80","224.30","112.70","14.98","-6.88"
"CANBK","150.05","150.50","142.10","148.80","142.95","-5.85","-3.93",19789687,"2,855,256,040.36","174.60","82.25","49.25","-3.00"
"DALBHARAT","2,237.25","2,237.25","2,115.45","2,250.25","2,152.00","-98.25","-4.37",524627,"1,137,191,977.74","2,375.00","652.30","217.27","22.79"
"NAVINFLUOR","3,704.00","3,708.00","3,497.15","3,681.25","3,519.00","-162.25","-4.41",520552,"1,846,975,756.72","4,015.00","1,692.00","96.93","0.91"
