"SYMBOL ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","LTP ","CHNG ","%CHNG ","VOLUME (shares)","VALUE ","52W H ","52W L ","365 D % CHNG  17-Jul-2020","30 D % CHNG  18-Jun-2021"
"MPHASIS","2,668.00","2,668.95","2,582.65","2,669.60","2,610.10","-59.50","-2.23",584986,"1,538,577,528.46","2,677.50","1,081.85","133.76","27.97"
"GLAND","4,022.00","4,050.00","3,800.25","3,999.30","3,910.00","-89.30","-2.23",178028,"709,170,977.44","4,172.00","1,700.00","-","17.69"
"HINDALCO","458.10","459.65","442.15","458.10","447.80","-10.30","-2.25",12987115,"5,863,812,293.65","474.00","154.40","179.24","22.40"
"BEL","188.45","188.45","182.50","188.80","184.50","-4.30","-2.28",9585592,"1,776,497,765.36","191.70","86.35","94.04","8.10"
"GSPL","359.50","359.55","345.00","354.15","346.00","-8.15","-2.30",771051,"270,708,295.59","359.55","177.40","74.24","5.65"
"BAJAJFINSV","14,605.00","14,613.85","14,161.00","14,599.05","14,240.00","-359.05","-2.46",354543,"5,069,340,904.32","14,925.00","5,400.00","130.68","18.69"
"CHOLAFIN","491.00","491.00","470.50","487.15","475.00","-12.15","-2.49",4265725,"2,034,452,224.25","600.95","197.50","120.03","-6.20"
"UNIONBANK","38.50","38.50","36.60","37.85","36.90","-0.95","-2.51",21152451,"795,966,731.13","45.25","23.10","27.44","-3.44"
"IPCALAB","2,159.40","2,163.60","2,084.00","2,142.30","2,087.50","-54.80","-2.56",98862,"208,492,049.04","2,460.00","1,722.15","20.60","5.94"
"BAJFINANCE","6,416.85","6,416.85","6,212.20","6,400.10","6,231.95","-168.15","-2.63",1406885,"8,849,799,059.75","6,430.00","3,006.90","94.87","5.74"
"INDHOTEL","148.00","150.80","143.70","148.00","144.00","-4.00","-2.70",5272697,"773,082,834.14","157.30","76.10","86.99","3.90"
"OBEROIRLTY","682.95","689.00","666.00","691.30","672.40","-18.90","-2.73",781968,"528,477,433.44","729.00","330.85","89.35","13.24"
"AJANTPHARM","2,385.00","2,389.90","2,251.10","2,394.70","2,302.00","-92.70","-3.87",184136,"426,455,293.28","2,435.00","1,424.50","60.79","14.81"
"LALPATHLAB","3,755.00","4,050.00","3,452.15","3,720.95","3,559.00","-161.95","-4.35",2174757,"8,172,171,369.18","4,050.00","1,736.60","94.78","16.85"
"ADANIGREEN","930.85","935.00","878.10","924.30","879.00","-45.30","-4.90",238191,"212,659,306.71","1,390.00","333.50","-","-17.93"
"ADANITRANS","945.00","950.00","891.05","937.90","891.05","-46.85","-5.00",166571,"150,213,727.80","1,644.95","226.70","-","-15.90"
